"X,Y,fid,id,left,top,right,bottom,row_index,col_index,lon,lat"
"99.0659612245443,18.7594394265496,59,108,506829.5313,2074317.75,507029.5313,2074117.75,14,3,99.0659612245443,18.7594394265496"
"99.0657455938149,18.7576863814185,60,109,506829.5313,2074117.75,507029.5313,2073917.75,15,3,99.0657455938149,18.7576863814185"
"99.0657435547198,18.7558800409944,61,110,506829.5313,2073917.75,507029.5313,2073717.75,16,3,99.0657435547198,18.7558800409944"
"99.0657428546916,18.7540724574564,62,111,506829.5313,2073717.75,507029.5313,2073517.75,17,3,99.0657428546916,18.7540724574564"
"99.0657421547433,18.7522648735695,63,112,506829.5313,2073517.75,507029.5313,2073317.75,18,3,99.0657421547433,18.7522648735695"
"99.065741454875,18.7504572893337,64,113,506829.5313,2073317.75,507029.5313,2073117.75,19,3,99.065741454875,18.7504572893337"
"99.0657407550867,18.7486497047491,65,114,506829.5313,2073117.75,507029.5313,2072917.75,20,3,99.0657407550867,18.7486497047491"
"99.0657400553783,18.7468421198156,66,115,506829.5313,2072917.75,507029.5313,2072717.75,21,3,99.0657400553783,18.7468421198156"
"99.0657393557498,18.7450345345333,67,116,506829.5313,2072717.75,507029.5313,2072517.75,22,3,99.0657393557498,18.7450345345333"
"99.0657386562012,18.7432269489022,68,117,506829.5313,2072517.75,507029.5313,2072317.75,23,3,99.0657386562012,18.7432269489022"
"99.0657379567326,18.7414193629223,69,118,506829.5313,2072317.75,507029.5313,2072117.75,24,3,99.0657379567326,18.7414193629223"
"99.0657737103106,18.7396400538819,70,119,506829.5313,2072117.75,507029.5313,2071917.75,25,3,99.0657737103106,18.7396400538819"
"99.066104831495,18.7379189360009,71,120,506829.5313,2071917.75,507029.5313,2071717.75,26,3,99.066104831495,18.7379189360009"
"99.0664563593406,18.7367362823756,72,121,506829.5313,2071717.75,507029.5313,2071517.75,27,3,99.0664563593406,18.7367362823756"
"99.0677217394145,18.7789224275845,73,128,507029.5313,2076517.75,507229.5313,2076317.75,3,4,99.0677217394145,18.7789224275845"
"99.0676496921817,18.7775703388617,74,129,507029.5313,2076317.75,507229.5313,2076117.75,4,4,99.0676496921817,18.7775703388617"
"99.067648970962,18.7757627595831,75,130,507029.5313,2076117.75,507229.5313,2075917.75,5,4,99.067648970962,18.7757627595831"
"99.0676482498246,18.7739551799551,76,131,507029.5313,2075917.75,507229.5313,2075717.75,6,4,99.0676482498246,18.7739551799551"
"99.0676475287695,18.772147599978,77,132,507029.5313,2075717.75,507229.5313,2075517.75,7,4,99.0676475287695,18.772147599978"
